Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,Total_Delay,Overall_Service_Score
Male,Loyal Customer,64,Personal Travel,Business,1268.0,5,5,3,4,3,4,4,4,4,3,4,4,3,4,27.0,37.0,neutral or dissatisfied,64.0,3.8
Female,Loyal Customer,34,Business travel,Eco Plus,2039.0,3,4,4,2,3,3,3,3,4,3,3,5,3,3,8.0,12.0,satisfied,20.0,3.3
Female,disloyal Customer,45,Business travel,Business,1405.0,3,3,4,2,5,3,4,3,3,4,3,4,4,3,3.0,11.0,neutral or dissatisfied,14.0,3.6
Male,Loyal Customer,40,Business travel,Business,610.0,2,3,2,0,3,2,4,4,4,4,5,4,5,4,0.0,0.0,neutral or dissatisfied,0.0,3.9
Female,Loyal Customer,52,Personal Travel,Eco,513.0,2,1,0,4,2,2,2,2,3,2,3,4,2,2,0.0,0.0,satisfied,0.0,2.4
Male,Loyal Customer,32,Business travel,Business,917.0,4,2,4,4,3,4,3,4,3,3,2,1,5,3,3.0,2.0,satisfied,5.0,3.1
Female,disloyal Customer,42,Personal Travel,Eco,540.0,2,3,1,3,1,2,1,2,3,2,3,1,1,2,0.0,0.0,neutral or dissatisfied,0.0,1.8
Female,disloyal Customer,32,Business travel,Business,1320.0,4,3,4,1,4,5,5,5,5,5,4,5,4,5,5.0,10.0,satisfied,15.0,4.6
Male,Loyal Customer,82,Personal Travel,Eco,229.0,4,5,4,4,5,4,4,3,3,2,2,4,3,4,0.0,0.0,neutral or dissatisfied,0.0,3.4
Female,disloyal Customer,29,Business travel,Eco,467.0,0,1,0,4,3,0,3,3,3,3,4,3,3,3,0.0,0.0,neutral or dissatisfied,0.0,2.8
Male,disloyal Customer,48,Personal Travel,Eco,388.0,1,2,2,2,0,2,0,0,1,0,3,2,1,0,0.0,0.0,satisfied,0.0,0.8
Female,Loyal Customer,83,Personal Travel,Eco,1062.0,2,3,2,4,4,2,3,2,2,4,3,2,4,3,0.0,0.0,neutral or dissatisfied,0.0,2.9
Male,Loyal Customer,56,Personal Travel,Eco Plus,1593.0,2,4,3,2,1,3,2,2,2,1,3,4,2,2,16.0,31.0,neutral or dissatisfied,47.0,2.1
Female,Loyal Customer,40,Business travel,Eco,1130.0,4,5,3,4,2,4,1,2,1,3,4,3,3,1,31.0,38.0,neutral or dissatisfied,69.0,2.4
Male,Loyal Customer,43,Personal Travel,Eco,2678.5,2,3,2,2,2,2,2,2,3,2,3,3,2,3,2.0,0.0,neutral or dissatisfied,2.0,2.4
Female,Loyal Customer,28,Business travel,Eco,1350.0,2,4,3,3,3,2,3,4,3,3,4,2,3,4,14.0,23.26649216604423,neutral or dissatisfied,37.26649216604423,3.1
Female,Loyal Customer,65,Business travel,Business,1098.0,4,5,4,3,4,5,4,3,4,4,4,2,3,4,0.0,0.0,neutral or dissatisfied,0.0,3.6
Female,Loyal Customer,37,Business travel,Business,1214.0,5,5,5,3,5,5,5,5,4,4,4,2,5,4,13.0,4.0,satisfied,17.0,4.3
Female,Loyal Customer,39,Business travel,Business,349.0,5,5,5,2,2,5,4,2,3,1,2,4,3,2,0.0,0.0,satisfied,0.0,2.8
Female,disloyal Customer,27,Business travel,Business,2678.5,4,4,5,3,4,3,4,5,4,4,3,3,5,4,11.0,24.0,satisfied,35.0,4.0
Female,Loyal Customer,35,Business travel,Eco,215.0,3,3,4,4,3,2,3,4,4,2,5,3,3,4,0.0,0.0,neutral or dissatisfied,0.0,3.4
Female,Loyal Customer,41,Business travel,Eco Plus,1352.0,3,3,3,5,2,2,2,3,3,3,3,2,2,3,20.0,29.0,neutral or dissatisfied,49.0,2.6
Female,disloyal Customer,56,Business travel,Business,2084.0,4,3,4,3,5,4,5,4,4,4,2,3,3,4,5.0,0.0,satisfied,5.0,3.8
Male,Loyal Customer,44,Business travel,Eco,211.0,4,5,3,3,3,3,3,3,4,3,3,3,3,4,0.0,0.0,neutral or dissatisfied,0.0,3.3
Male,Loyal Customer,56,Personal Travel,Eco Plus,722.0,3,5,3,2,2,3,2,3,2,3,3,3,3,3,0.0,0.0,satisfied,0.0,2.7
Male,Loyal Customer,7,Business travel,Business,1237.0,5,5,5,3,4,5,4,5,4,4,3,4,5,5,15.0,2.0,satisfied,17.0,4.3
Male,disloyal Customer,61,Business travel,Business,370.0,5,4,5,2,4,5,3,4,4,3,3,2,4,4,22.0,19.0,neutral or dissatisfied,41.0,3.6
Male,Loyal Customer,20,Business travel,Eco Plus,1936.0,4,4,3,3,2,3,4,3,3,3,3,2,4,3,29.0,23.0,satisfied,52.0,3.1
Female,Loyal Customer,52,Personal Travel,Eco,1490.0,2,4,1,1,1,2,1,1,1,1,5,3,2,0,7.0,8.0,neutral or dissatisfied,15.0,1.7
Female,Loyal Customer,7,Business travel,Business,1026.0,3,5,3,2,3,4,3,3,4,3,4,4,2,4,0.0,0.0,satisfied,0.0,3.3
Male,disloyal Customer,41,Business travel,Business,275.0,4,5,4,3,4,4,4,4,4,4,3,4,4,4,0.0,0.0,satisfied,0.0,3.9
Female,Loyal Customer,54,Personal Travel,Eco,967.0,2,2,1,4,3,0,3,3,3,3,3,3,3,3,0.0,0.0,satisfied,0.0,2.9
Female,Loyal Customer,27,Personal Travel,Eco,913.0,1,2,2,3,2,0,2,3,3,1,2,3,3,2,0.0,0.0,neutral or dissatisfied,0.0,2.2
Male,Loyal Customer,41,Business travel,Eco,2242.0,2,3,2,3,4,2,2,3,3,3,4,3,3,3,0.0,0.0,neutral or dissatisfied,0.0,3.0
Male,Loyal Customer,54,Personal Travel,Eco,296.0,2,3,1,3,3,1,3,2,3,4,4,4,2,1,0.0,0.0,neutral or dissatisfied,0.0,2.8
Male,Loyal Customer,51,Personal Travel,Eco,1223.0,2,2,2,3,4,1,4,4,3,2,3,2,4,4,7.0,11.0,neutral or dissatisfied,18.0,3.2
Male,Loyal Customer,17,Business travel,Eco,2613.0,2,5,3,4,2,3,3,4,3,3,3,3,4,3,10.0,5.0,neutral or dissatisfied,15.0,3.0
Male,Loyal Customer,55,Business travel,Business,964.0,3,4,4,2,4,4,4,3,4,4,4,3,4,3,1.0,0.0,satisfied,1.0,3.6
Male,Loyal Customer,66,Business travel,Business,499.0,3,5,3,2,4,3,3,4,4,3,3,3,4,3,0.0,0.0,satisfied,0.0,3.4
Female,Loyal Customer,58,Personal Travel,Eco Plus,240.0,3,3,2,4,2,3,2,2,2,2,3,2,1,2,0.0,0.0,neutral or dissatisfied,0.0,2.1
Male,Loyal Customer,22,Personal Travel,Eco,175.0,3,3,4,3,2,2,1,1,1,0,3,4,2,1,0.0,0.0,neutral or dissatisfied,0.0,1.8
Female,Loyal Customer,24,Business travel,Business,404.0,4,4,4,4,5,4,4,5,5,4,3,4,5,5,0.0,0.0,satisfied,0.0,4.4
Female,Loyal Customer,41,Personal Travel,Business,444.0,5,5,4,4,3,4,3,2,2,3,5,3,2,2,32.5,40.0,neutral or dissatisfied,72.5,3.0
Female,Loyal Customer,49,Personal Travel,Eco,215.0,1,3,1,3,2,2,1,3,2,3,4,2,2,3,0.0,0.0,neutral or dissatisfied,0.0,2.3
Female,Loyal Customer,53,Business travel,Eco,1001.0,3,5,3,3,2,3,2,2,2,2,4,3,2,1,0.0,0.0,satisfied,0.0,2.3
Male,Loyal Customer,28,Personal Travel,Eco,1901.0,3,3,3,4,2,3,2,3,2,2,3,3,3,2,25.0,25.0,neutral or dissatisfied,50.0,2.5
Male,Loyal Customer,39,Personal Travel,Eco Plus,1970.0,2,4,2,3,4,2,3,4,3,4,3,3,3,3,1.0,0.0,neutral or dissatisfied,1.0,3.2
Female,disloyal Customer,28,Personal Travel,Business,493.0,4,5,3,3,3,4,4,4,3,3,3,3,3,3,0.0,0.0,satisfied,0.0,3.3
Female,Loyal Customer,25,Personal Travel,Eco,2297.0,0,3,0,2,3,1,2,2,2,1,2,4,2,2,32.5,40.0,satisfied,72.5,2.0
Female,Loyal Customer,46,Business travel,Eco,514.0,3,3,3,3,2,2,2,2,2,3,1,3,2,2,11.0,0.0,neutral or dissatisfied,11.0,2.2
Male,Loyal Customer,39,Personal Travel,Eco,673.0,4,5,3,3,1,3,2,2,1,3,2,3,3,3,0.0,0.0,satisfied,0.0,2.4
Male,Loyal Customer,47,Business travel,Business,1040.0,5,5,4,3,4,5,4,4,4,4,4,4,5,3,0.0,0.0,satisfied,0.0,4.1
Female,disloyal Customer,31,Personal Travel,Eco,647.0,2,5,2,4,2,2,3,3,3,2,2,3,3,3,0.0,0.0,neutral or dissatisfied,0.0,2.6
Female,Loyal Customer,50,Personal Travel,Eco Plus,493.0,3,4,4,3,3,4,4,5,3,3,2,3,3,4,7.0,14.0,neutral or dissatisfied,21.0,3.3
Female,disloyal Customer,23,Personal Travel,Eco,840.0,3,4,3,2,2,3,1,1,1,1,4,4,1,1,17.0,8.0,neutral or dissatisfied,25.0,1.9
Female,Loyal Customer,33,Personal Travel,Eco,1109.0,0,2,1,5,2,1,1,1,2,2,3,4,0,1,32.5,40.0,neutral or dissatisfied,72.5,1.6
Male,Loyal Customer,23,Personal Travel,Eco,1085.0,2,3,2,3,1,2,1,0,1,1,4,4,1,2,23.0,11.0,neutral or dissatisfied,34.0,1.7
Female,Loyal Customer,44,Business travel,Eco Plus,242.0,3,4,4,4,4,3,2,3,3,2,4,3,1,3,0.0,0.0,neutral or dissatisfied,0.0,2.8
Male,Loyal Customer,67,Business travel,Business,915.0,4,3,4,4,4,3,4,5,4,5,4,2,4,4,0.0,0.0,satisfied,0.0,4.0
Male,Loyal Customer,46,Business travel,Eco,823.0,2,3,2,4,2,2,3,3,3,5,4,5,4,3,30.0,23.0,neutral or dissatisfied,53.0,3.4
Male,Loyal Customer,38,Personal Travel,Eco Plus,871.0,3,2,3,5,2,3,2,2,2,2,1,2,2,1,0.0,0.0,neutral or dissatisfied,0.0,1.9
Male,disloyal Customer,37,Business travel,Business,363.0,4,5,3,3,5,4,4,4,4,4,3,4,4,5,1.0,4.0,satisfied,5.0,4.1
Male,Loyal Customer,31,Business travel,Eco Plus,1472.0,2,5,2,2,3,2,3,3,2,1,4,4,3,3,0.0,0.0,neutral or dissatisfied,0.0,2.8
Female,disloyal Customer,57,Business travel,Eco,1710.0,3,3,3,4,2,3,4,3,3,1,3,3,2,2,14.0,0.0,neutral or dissatisfied,14.0,2.6
Female,Loyal Customer,46,Business travel,Business,541.0,5,5,4,4,3,4,4,4,5,4,2,3,3,4,0.0,0.0,satisfied,0.0,3.7
Male,Loyal Customer,15,Business travel,Business,927.0,4,5,5,2,3,5,4,4,4,4,3,3,4,3,15.0,19.0,satisfied,34.0,3.6
Male,Loyal Customer,56,Personal Travel,Eco,33.0,4,4,3,3,2,3,3,2,4,2,3,4,2,2,0.0,0.0,neutral or dissatisfied,0.0,2.8
Male,Loyal Customer,27,Personal Travel,Eco,2678.5,2,3,2,4,4,2,3,3,3,3,0,3,3,4,0.0,0.0,neutral or dissatisfied,0.0,2.8
Male,Loyal Customer,30,Business travel,Business,74.0,4,5,4,3,3,5,4,4,4,3,4,3,5,4,8.0,5.0,satisfied,13.0,3.8
Female,disloyal Customer,46,Personal Travel,Eco,479.0,3,4,3,5,5,4,4,4,4,2,2,1,4,3,20.0,17.0,neutral or dissatisfied,37.0,3.2
Female,Loyal Customer,31,Business travel,Business,1418.0,5,5,5,4,4,3,4,5,5,3,4,2,3,4,32.5,40.0,satisfied,72.5,3.9
Male,Loyal Customer,74,Business travel,Business,1560.0,3,5,3,2,4,4,5,5,4,5,4,4,5,5,13.0,11.0,satisfied,24.0,4.4
Male,Loyal Customer,36,Business travel,Business,1696.0,4,5,5,3,3,4,4,4,4,5,3,3,4,4,14.0,11.0,satisfied,25.0,3.8
Male,Loyal Customer,49,Personal Travel,Eco Plus,1326.0,3,3,3,2,3,3,4,3,3,3,1,2,3,3,0.0,0.0,neutral or dissatisfied,0.0,2.8
Male,disloyal Customer,17,Business travel,Business,1301.0,3,1,4,1,5,4,4,5,4,5,3,4,4,5,13.0,0.0,satisfied,13.0,4.2
Female,Loyal Customer,31,Business travel,Business,1458.0,3,5,4,2,4,3,5,5,4,3,3,4,3,5,29.0,25.0,satisfied,54.0,3.9
Male,Loyal Customer,38,Business travel,Eco,364.0,3,4,3,4,3,3,4,3,4,4,2,3,3,4,9.0,4.0,neutral or dissatisfied,13.0,3.3
Male,Loyal Customer,55,Business travel,Business,1700.0,5,4,3,3,5,3,5,5,5,5,2,1,5,5,0.0,0.0,satisfied,0.0,4.3
Female,Loyal Customer,24,Business travel,Business,470.0,5,3,5,2,3,5,4,3,3,2,3,2,3,4,0.0,0.0,neutral or dissatisfied,0.0,3.2
Female,Loyal Customer,58,Business travel,Eco,1878.0,2,2,2,2,3,3,1,2,1,1,3,5,0,1,0.0,0.0,satisfied,0.0,1.9
Female,disloyal Customer,42,Personal Travel,Eco,2212.0,2,3,2,2,1,1,2,0,2,1,4,3,0,1,1.0,6.0,neutral or dissatisfied,7.0,1.6
Male,Loyal Customer,45,Business travel,Eco Plus,1209.0,4,3,4,4,4,4,5,4,5,3,3,3,5,4,1.0,1.0,neutral or dissatisfied,2.0,4.0
Female,Loyal Customer,29,Business travel,Eco,1253.0,2,4,2,4,1,2,2,2,2,3,3,4,2,3,7.0,14.0,neutral or dissatisfied,21.0,2.4
Male,Loyal Customer,26,Business travel,Business,573.0,4,5,3,4,3,3,4,4,5,4,5,1,4,3,0.0,0.0,satisfied,0.0,3.7
Male,Loyal Customer,7,Business travel,Business,807.0,3,5,3,3,5,4,5,5,4,5,2,4,4,5,17.0,21.0,neutral or dissatisfied,38.0,4.2
Female,Loyal Customer,44,Personal Travel,Eco,853.0,4,4,3,2,1,4,3,2,2,1,2,3,3,3,13.0,29.0,neutral or dissatisfied,42.0,2.4
Male,Loyal Customer,49,Business travel,Eco Plus,31.0,3,5,2,3,4,3,3,3,3,2,0,4,3,3,32.5,40.0,neutral or dissatisfied,72.5,2.8
Female,Loyal Customer,35,Business travel,Business,998.0,5,5,5,4,3,5,4,4,4,4,4,3,5,3,15.0,4.0,satisfied,19.0,3.9
Female,Loyal Customer,16,Personal Travel,Eco,949.0,3,3,2,5,5,1,4,4,4,3,5,3,3,4,9.0,3.0,neutral or dissatisfied,12.0,3.8
Female,Loyal Customer,32,Personal Travel,Eco,923.0,3,3,3,3,2,3,2,2,1,2,3,2,2,2,3.0,9.0,neutral or dissatisfied,12.0,2.1
Female,disloyal Customer,46,Business travel,Business,969.0,3,4,3,4,3,3,4,4,3,3,4,4,4,3,23.0,12.0,satisfied,35.0,3.5
Female,Loyal Customer,43,Business travel,Eco,514.0,1,3,1,4,2,2,2,2,2,1,4,3,2,3,0.0,0.0,neutral or dissatisfied,0.0,2.2
Male,Loyal Customer,50,Personal Travel,Eco,863.0,1,2,2,4,2,2,3,2,2,3,5,5,3,3,0.0,0.0,satisfied,0.0,2.9
Female,disloyal Customer,16,Personal Travel,Eco,1363.0,4,4,3,3,4,2,2,3,3,2,4,2,3,3,0.0,0.0,neutral or dissatisfied,0.0,3.0
Female,Loyal Customer,34,Personal Travel,Eco,1728.0,2,4,3,2,2,2,2,2,3,1,2,2,1,2,2.0,10.0,neutral or dissatisfied,12.0,1.9
Male,Loyal Customer,38,Business travel,Business,2156.0,5,4,5,4,3,5,3,4,4,5,3,3,4,4,4.0,5.0,satisfied,9.0,3.8
Male,Loyal Customer,49,Personal Travel,Eco Plus,816.0,5,5,5,4,4,4,5,5,4,4,2,3,4,5,0.0,0.0,neutral or dissatisfied,0.0,4.1
Female,Loyal Customer,31,Business travel,Business,1333.0,5,5,5,3,2,5,4,3,5,3,5,4,3,3,18.0,25.0,satisfied,43.0,3.7
Male,Loyal Customer,48,Business travel,Business,47.0,4,5,5,3,4,5,5,5,4,4,3,4,4,5,0.0,0.0,satisfied,0.0,4.2
Male,Loyal Customer,26,Personal Travel,Eco,673.0,3,2,2,2,2,2,2,2,3,1,3,4,2,2,4.0,1.0,neutral or dissatisfied,5.0,2.4
Male,Loyal Customer,43,Personal Travel,Business,842.0,5,5,5,2,5,5,5,5,4,4,3,3,5,4,22.0,17.0,satisfied,39.0,4.3
Female,Loyal Customer,36,Business travel,Eco Plus,205.0,3,5,3,4,4,3,4,5,3,2,4,4,4,4,7.0,9.0,neutral or dissatisfied,16.0,3.7
Female,Loyal Customer,35,Business travel,Business,926.0,5,5,5,4,4,5,3,3,4,4,3,3,3,3,4.0,0.0,satisfied,4.0,3.5
Female,Loyal Customer,76,Personal Travel,Eco,173.0,2,3,2,3,3,2,3,3,3,2,3,4,3,3,1.0,0.0,neutral or dissatisfied,1.0,2.9
Female,Loyal Customer,35,Business travel,Eco Plus,2199.0,3,3,4,2,3,3,3,2,1,3,5,4,3,3,0.0,0.0,satisfied,0.0,3.0
Male,Loyal Customer,34,Business travel,Eco,420.0,3,3,3,2,0,2,0,0,1,0,4,4,0,1,32.5,10.0,neutral or dissatisfied,42.5,1.3
Male,Loyal Customer,19,Business travel,Eco,1584.0,1,1,3,2,3,2,3,3,2,3,5,4,3,3,8.0,10.0,neutral or dissatisfied,18.0,3.0
Female,disloyal Customer,55,Business travel,Business,708.0,3,5,2,4,3,3,3,3,4,3,2,3,3,4,22.0,39.0,neutral or dissatisfied,61.0,3.1
Male,disloyal Customer,32,Personal Travel,Eco,1194.0,3,2,3,3,1,3,1,2,2,2,2,1,3,2,19.0,18.0,neutral or dissatisfied,37.0,1.9
Female,Loyal Customer,40,Business travel,Eco,364.0,2,5,2,3,1,3,1,1,1,0,2,4,2,1,32.5,38.0,neutral or dissatisfied,70.5,1.5
Male,Loyal Customer,27,Business travel,Business,1419.0,3,5,4,3,4,3,3,4,4,3,4,3,3,4,0.0,0.0,satisfied,0.0,3.5
Male,Loyal Customer,46,Personal Travel,Eco Plus,2316.0,4,5,3,3,4,3,4,4,4,3,3,1,4,5,0.0,0.0,satisfied,0.0,3.6
Male,Loyal Customer,54,Business travel,Business,787.0,5,4,5,2,5,5,5,5,5,4,4,4,4,5,0.0,0.0,satisfied,0.0,4.6
Female,Loyal Customer,60,Business travel,Business,651.0,5,4,5,4,3,5,4,4,3,3,5,3,3,4,0.0,0.0,satisfied,0.0,3.7
Male,Loyal Customer,38,Business travel,Business,431.0,5,5,5,2,3,4,3,4,4,4,2,4,4,4,15.0,21.0,neutral or dissatisfied,36.0,3.7
Female,Loyal Customer,31,Personal Travel,Eco Plus,304.0,4,4,4,2,3,4,3,3,4,3,3,3,3,3,0.0,0.0,neutral or dissatisfied,0.0,3.2
Male,Loyal Customer,30,Personal Travel,Eco,1928.0,1,3,2,3,1,2,1,2,2,1,5,3,1,2,30.0,17.0,neutral or dissatisfied,47.0,1.9
Male,Loyal Customer,40,Personal Travel,Eco Plus,2678.5,3,4,2,3,3,3,4,3,3,3,2,4,4,4,24.0,20.0,neutral or dissatisfied,44.0,3.3
Female,Loyal Customer,44,Business travel,Eco Plus,567.0,3,3,2,2,4,2,4,4,4,3,2,5,4,4,0.0,0.0,neutral or dissatisfied,0.0,3.7
Female,disloyal Customer,48,Personal Travel,Eco Plus,254.0,1,5,3,4,2,1,2,2,3,2,3,3,2,2,1.0,9.0,neutral or dissatisfied,10.0,2.2
Female,Loyal Customer,27,Business travel,Business,428.0,4,4,4,2,4,4,5,5,5,4,3,1,5,5,12.0,9.0,satisfied,21.0,4.1
Male,disloyal Customer,42,Business travel,Eco,752.0,3,3,2,3,2,3,2,1,2,1,5,3,1,2,17.0,22.0,neutral or dissatisfied,39.0,2.2
Female,Loyal Customer,25,Business travel,Eco,70.0,3,3,3,2,2,3,2,2,2,2,4,3,2,3,0.0,0.0,satisfied,0.0,2.5
Male,disloyal Customer,38,Business travel,Eco,491.0,2,3,2,2,3,2,4,4,4,3,3,2,3,5,8.0,12.0,neutral or dissatisfied,20.0,3.3
Female,disloyal Customer,61,Business travel,Business,405.0,4,5,4,5,5,4,4,4,5,3,3,3,5,5,4.0,0.0,satisfied,4.0,4.1
Female,disloyal Customer,37,Business travel,Eco,1990.0,3,4,3,3,2,3,1,1,1,1,5,3,3,2,8.0,15.0,neutral or dissatisfied,23.0,2.2
Female,Loyal Customer,27,Personal Travel,Eco,157.0,3,4,4,0,3,2,3,3,3,4,3,2,4,3,32.5,16.0,neutral or dissatisfied,48.5,3.1
Male,Loyal Customer,45,Personal Travel,Eco,707.0,2,3,3,4,2,2,1,1,1,2,3,4,3,1,11.0,6.0,neutral or dissatisfied,17.0,2.0
Female,Loyal Customer,53,Business travel,Business,1086.0,5,4,5,2,5,5,5,5,5,5,2,5,5,4,19.0,7.0,neutral or dissatisfied,26.0,4.6
Male,Loyal Customer,28,Personal Travel,Eco,247.0,3,5,3,2,2,3,2,2,2,1,4,3,2,2,1.0,4.0,satisfied,5.0,2.3
Female,Loyal Customer,20,Personal Travel,Eco,589.0,2,5,1,4,3,2,3,3,3,2,4,4,4,2,16.0,16.0,neutral or dissatisfied,32.0,3.0
Female,Loyal Customer,28,Business travel,Eco,445.0,2,5,2,3,3,1,2,3,2,2,4,2,3,2,0.0,0.0,neutral or dissatisfied,0.0,2.5
Male,Loyal Customer,33,Personal Travel,Eco,1474.0,2,3,2,4,2,2,3,3,2,3,2,4,3,3,0.0,0.0,satisfied,0.0,2.7
Male,disloyal Customer,63,Personal Travel,Eco,1857.0,1,3,3,2,1,2,2,2,4,3,1,4,2,2,28.0,36.0,neutral or dissatisfied,64.0,2.2
Male,Loyal Customer,19,Business travel,Business,909.0,4,5,3,3,4,4,5,5,5,5,2,3,5,4,0.0,0.0,satisfied,0.0,4.2
Male,Loyal Customer,15,Business travel,Eco,1242.0,1,2,2,4,2,1,3,3,2,2,3,4,3,2,12.0,21.0,neutral or dissatisfied,33.0,2.5
Female,Loyal Customer,44,Business travel,Business,654.0,4,4,3,4,4,3,4,4,4,4,2,2,4,3,0.0,0.0,satisfied,0.0,3.5
Male,Loyal Customer,29,Personal Travel,Eco,371.0,2,2,2,3,5,3,4,3,3,3,1,0,4,4,0.0,0.0,satisfied,0.0,2.9
Female,Loyal Customer,25,Business travel,Business,637.0,3,4,4,2,3,3,3,4,4,4,3,3,3,4,0.0,0.0,satisfied,0.0,3.4
Male,Loyal Customer,50,Business travel,Eco Plus,2454.0,1,3,2,1,4,2,5,4,4,4,4,4,4,4,1.0,2.0,neutral or dissatisfied,3.0,3.8
Male,Loyal Customer,41,Business travel,Business,732.0,5,4,5,5,3,5,4,4,3,2,1,2,5,5,16.0,1.0,neutral or dissatisfied,17.0,3.4
Male,Loyal Customer,55,Business travel,Business,1626.0,4,5,5,3,3,5,4,4,3,3,3,5,3,4,8.0,0.0,satisfied,8.0,3.6
Female,Loyal Customer,51,Business travel,Eco,531.0,2,5,3,3,4,3,3,3,2,4,1,4,5,3,16.0,20.0,neutral or dissatisfied,36.0,3.1
Male,Loyal Customer,22,Personal Travel,Eco,409.0,1,3,0,3,3,1,3,2,4,2,5,2,4,3,20.0,13.0,neutral or dissatisfied,33.0,2.9
Female,Loyal Customer,15,Business travel,Eco Plus,536.0,3,4,2,3,3,3,2,3,4,2,4,4,3,3,0.0,0.0,satisfied,0.0,3.1
Female,Loyal Customer,57,Personal Travel,Eco,970.0,3,5,3,3,3,2,2,2,2,3,5,3,3,3,0.0,0.0,satisfied,0.0,2.9
Male,Loyal Customer,38,Business travel,Eco Plus,376.0,3,5,4,4,4,4,3,4,3,3,2,4,4,4,0.0,0.0,neutral or dissatisfied,0.0,3.4
Female,Loyal Customer,85,Business travel,Business,65.0,5,5,5,3,3,5,4,3,3,4,5,2,4,3,4.0,1.0,satisfied,5.0,3.6
Male,disloyal Customer,55,Business travel,Eco,164.0,3,3,2,1,3,2,3,3,4,3,3,4,3,3,25.0,32.0,neutral or dissatisfied,57.0,3.2
Female,disloyal Customer,61,Business travel,Business,299.0,4,5,5,3,4,4,3,3,3,3,3,2,2,3,6.0,9.0,neutral or dissatisfied,15.0,3.0
Female,Loyal Customer,26,Personal Travel,Eco,1179.0,2,3,3,3,1,3,2,0,1,2,3,2,1,1,3.0,2.0,neutral or dissatisfied,5.0,1.5
Male,Loyal Customer,39,Personal Travel,Eco,1198.0,2,3,2,3,3,2,2,3,2,2,3,2,4,4,4.0,12.0,neutral or dissatisfied,16.0,2.7
Male,Loyal Customer,52,Business travel,Business,2678.5,4,5,4,4,5,3,5,5,5,4,2,2,4,5,0.0,0.0,satisfied,0.0,4.1
Male,disloyal Customer,39,Personal Travel,Eco,661.0,3,3,2,3,3,3,2,2,2,3,2,4,2,2,0.0,0.0,neutral or dissatisfied,0.0,2.5
Male,Loyal Customer,41,Personal Travel,Eco Plus,1635.0,3,5,3,3,3,4,4,5,3,5,3,3,3,3,27.0,21.0,neutral or dissatisfied,48.0,3.5
Female,Loyal Customer,44,Business travel,Business,994.0,4,4,5,4,4,4,4,4,3,4,4,3,4,5,0.0,0.0,neutral or dissatisfied,0.0,3.9
Female,Loyal Customer,29,Business travel,Business,1825.0,3,2,3,4,3,3,4,3,3,2,3,2,4,3,0.0,0.0,satisfied,0.0,3.0
Female,Loyal Customer,27,Personal Travel,Business,1000.0,3,3,3,3,3,2,4,3,5,3,2,2,3,4,2.0,0.0,satisfied,2.0,3.2
Female,Loyal Customer,37,Personal Travel,Business,438.0,4,5,3,4,2,5,3,3,3,2,2,3,3,4,5.0,11.0,satisfied,16.0,2.9
Male,Loyal Customer,34,Business travel,Eco,207.0,2,4,2,1,0,2,1,3,3,3,3,4,3,2,17.0,9.0,neutral or dissatisfied,26.0,2.4
Male,Loyal Customer,27,Business travel,Business,1395.0,4,4,3,2,3,4,5,4,4,4,4,3,5,5,32.5,40.0,neutral or dissatisfied,72.5,4.1
Female,Loyal Customer,38,Business travel,Eco,525.0,3,4,4,2,3,3,3,3,3,2,3,3,3,3,0.0,0.0,neutral or dissatisfied,0.0,2.9
Male,disloyal Customer,20,Business travel,Business,180.0,3,3,5,3,3,5,3,3,3,2,4,4,4,4,3.0,19.0,satisfied,22.0,3.3
Male,Loyal Customer,51,Business travel,Eco,1614.0,0,3,1,2,3,2,3,2,3,2,2,5,3,3,0.0,0.0,neutral or dissatisfied,0.0,2.6
Male,Loyal Customer,49,Business travel,Business,626.0,5,4,4,4,4,5,5,5,5,4,2,5,3,5,15.0,15.0,satisfied,30.0,4.3
Male,Loyal Customer,50,Business travel,Eco Plus,365.0,2,3,2,3,4,1,4,4,4,4,4,2,3,3,0.0,0.0,neutral or dissatisfied,0.0,3.4
Female,Loyal Customer,27,Business travel,Business,1001.0,4,4,3,2,4,3,5,4,4,3,4,4,5,4,0.0,0.0,satisfied,0.0,4.1
Female,Loyal Customer,26,Business travel,Business,2678.5,3,4,3,1,4,4,3,3,3,4,2,2,4,3,2.0,21.0,satisfied,23.0,3.1
Female,disloyal Customer,60,Business travel,Eco,665.0,3,5,3,3,1,2,2,2,2,2,5,4,3,2,2.0,3.0,neutral or dissatisfied,5.0,2.6
Male,Loyal Customer,37,Business travel,Business,534.0,4,5,2,5,3,3,5,4,4,4,4,2,3,5,0.0,0.0,satisfied,0.0,3.8
Female,disloyal Customer,49,Personal Travel,Eco,1124.0,3,4,3,5,2,4,3,2,3,3,3,4,3,3,1.0,0.0,neutral or dissatisfied,1.0,2.9
Male,Loyal Customer,23,Personal Travel,Eco,2468.0,1,3,2,4,2,1,2,2,1,2,4,4,2,2,1.0,8.0,satisfied,9.0,2.2
Female,Loyal Customer,36,Business travel,Business,1030.0,4,5,5,3,3,5,3,5,3,2,3,5,2,4,0.0,0.0,satisfied,0.0,3.4
