id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
197,Male,Loyal Customer,7,Business travel,Business,1237,5,5,5,3,4,5,4,5,4,4,3,4,5,5,15,2.0,satisfied
198,Male,disloyal Customer,61,Business travel,Business,370,5,4,5,2,4,5,3,4,4,3,3,2,4,4,22,19.0,neutral or dissatisfied
199,Male,Loyal Customer,20,Business travel,Eco Plus,1936,4,4,3,3,2,3,4,3,3,3,3,2,4,3,29,23.0,satisfied
200,Female,Loyal Customer,52,Personal Travel,Eco,1490,2,4,1,1,1,2,1,1,1,1,5,3,2,0,7,8.0,neutral or dissatisfied
201,Female,Loyal Customer,7,Business travel,Business,1026,3,5,3,2,3,4,3,3,4,3,4,4,2,4,0,0.0,satisfied
202,Male,disloyal Customer,41,Business travel,Business,275,4,5,4,3,4,4,4,4,4,4,3,4,4,4,0,0.0,satisfied
203,Female,Loyal Customer,54,Personal Travel,Eco,967,2,2,1,4,3,0,3,3,3,3,3,3,3,3,0,0.0,satisfied
204,Female,Loyal Customer,27,Personal Travel,Eco,913,1,2,2,3,2,0,2,3,3,1,2,3,3,2,0,0.0,neutral or dissatisfied
205,Male,Loyal Customer,41,Business travel,Eco,2242,2,3,2,3,4,2,2,3,3,3,4,3,3,3,0,0.0,neutral or dissatisfied
206,Male,Loyal Customer,54,Personal Travel,Eco,296,2,3,1,3,3,1,3,2,3,4,4,4,2,1,0,0.0,neutral or dissatisfied
207,Male,Loyal Customer,51,Personal Travel,Eco,1223,2,2,2,3,4,1,4,4,3,2,3,2,4,4,7,11.0,neutral or dissatisfied
208,Male,Loyal Customer,17,Business travel,Eco,2613,2,5,3,4,2,3,3,4,3,3,3,3,4,3,10,5.0,neutral or dissatisfied
209,Male,Loyal Customer,55,Business travel,Business,964,3,4,4,2,4,4,4,3,4,4,4,3,4,3,1,0.0,satisfied
210,Male,Loyal Customer,66,Business travel,Business,499,3,5,3,2,4,3,3,4,4,3,3,3,4,3,0,0.0,satisfied
211,Female,Loyal Customer,58,Personal Travel,Eco Plus,240,3,3,2,4,2,3,2,2,2,2,3,2,1,2,0,0.0,neutral or dissatisfied
212,Male,Loyal Customer,22,Personal Travel,Eco,175,3,3,4,3,2,2,1,1,1,0,3,4,2,1,0,0.0,neutral or dissatisfied
213,Female,Loyal Customer,24,Business travel,Business,404,4,4,4,4,5,4,4,5,5,4,3,4,5,5,0,0.0,satisfied
214,Female,Loyal Customer,41,Personal Travel,Business,444,5,5,4,4,3,4,3,2,2,3,5,3,2,2,50,64.0,neutral or dissatisfied
215,Female,Loyal Customer,49,Personal Travel,Eco,215,1,3,1,3,2,2,1,3,2,3,4,2,2,3,0,0.0,neutral or dissatisfied
216,Female,Loyal Customer,53,Business travel,Eco,1001,3,5,3,3,2,3,2,2,2,2,4,3,2,1,0,0.0,satisfied
217,Male,Loyal Customer,28,Personal Travel,Eco,1901,3,3,3,4,2,3,2,3,2,2,3,3,3,2,25,25.0,neutral or dissatisfied
218,Male,Loyal Customer,39,Personal Travel,Eco Plus,1970,2,4,2,3,4,2,3,4,3,4,3,3,3,3,1,0.0,neutral or dissatisfied
219,Female,disloyal Customer,28,Personal Travel,Business,493,4,5,3,3,3,4,4,4,3,3,3,3,3,3,0,0.0,satisfied
220,Female,Loyal Customer,25,Personal Travel,Eco,2297,0,3,0,2,3,1,2,2,2,1,2,4,2,2,58,66.0,satisfied
221,Female,Loyal Customer,46,Business travel,Eco,514,3,3,3,3,2,2,2,2,2,3,1,3,2,2,11,0.0,neutral or dissatisfied
222,Male,Loyal Customer,39,Personal Travel,Eco,673,4,5,3,3,1,3,2,2,1,3,2,3,3,3,0,0.0,satisfied
223,Male,Loyal Customer,47,Business travel,Business,1040,5,5,4,3,4,5,4,4,4,4,4,4,5,3,0,0.0,satisfied
224,Female,disloyal Customer,31,Personal Travel,Eco,647,2,5,2,4,2,2,3,3,3,2,2,3,3,3,0,0.0,neutral or dissatisfied
225,Female,Loyal Customer,50,Personal Travel,Eco Plus,493,3,4,4,3,3,4,4,5,3,3,2,3,3,4,7,14.0,neutral or dissatisfied
226,Female,disloyal Customer,23,Personal Travel,Eco,840,3,4,3,2,2,3,1,1,1,1,4,4,1,1,17,8.0,neutral or dissatisfied
227,Female,Loyal Customer,33,Personal Travel,Eco,1109,0,2,1,5,2,1,1,1,2,2,3,4,0,1,80,66.0,neutral or dissatisfied
228,Male,Loyal Customer,23,Personal Travel,Eco,1085,2,3,2,3,1,2,1,0,1,1,4,4,1,2,23,11.0,neutral or dissatisfied
229,Female,Loyal Customer,44,Business travel,Eco Plus,242,3,4,4,4,4,3,2,3,3,2,4,3,1,3,0,0.0,neutral or dissatisfied
230,Male,Loyal Customer,67,Business travel,Business,915,4,3,4,4,4,3,4,5,4,5,4,2,4,4,0,0.0,satisfied
231,Male,Loyal Customer,46,Business travel,Eco,823,2,3,2,4,2,2,3,3,3,5,4,5,4,3,30,23.0,neutral or dissatisfied
232,Male,Loyal Customer,38,Personal Travel,Eco Plus,871,3,2,3,5,2,3,2,2,2,2,1,2,2,1,0,0.0,neutral or dissatisfied
233,Male,disloyal Customer,37,Business travel,Business,363,4,5,3,3,5,4,4,4,4,4,3,4,4,5,1,4.0,satisfied
234,Male,Loyal Customer,31,Business travel,Eco Plus,1472,2,5,2,2,3,2,3,3,2,1,4,4,3,3,0,0.0,neutral or dissatisfied
235,Female,disloyal Customer,57,Business travel,Eco,1710,3,3,3,4,2,3,4,3,3,1,3,3,2,2,14,0.0,neutral or dissatisfied
236,Female,Loyal Customer,46,Business travel,Business,541,5,5,4,4,3,4,4,4,5,4,2,3,3,4,0,0.0,satisfied
237,Male,Loyal Customer,15,Business travel,Business,927,4,5,5,2,3,5,4,4,4,4,3,3,4,3,15,19.0,satisfied
238,Male,Loyal Customer,56,Personal Travel,Eco,33,4,4,3,3,2,3,3,2,4,2,3,4,2,2,0,0.0,neutral or dissatisfied
239,Male,Loyal Customer,27,Personal Travel,Eco,3657,2,3,2,4,4,2,3,3,3,3,0,3,3,4,0,0.0,neutral or dissatisfied
240,Male,Loyal Customer,30,Business travel,Business,74,4,5,4,3,3,5,4,4,4,3,4,3,5,4,8,5.0,satisfied
241,Female,disloyal Customer,46,Personal Travel,Eco,479,3,4,3,5,5,4,4,4,4,2,2,1,4,3,20,17.0,neutral or dissatisfied
242,Female,Loyal Customer,31,Business travel,Business,1418,5,5,5,4,4,3,4,5,5,3,4,2,3,4,43,43.0,satisfied
243,Male,Loyal Customer,74,Business travel,Business,1560,3,5,3,2,4,4,5,5,4,5,4,4,5,5,13,11.0,satisfied
244,Male,Loyal Customer,36,Business travel,Business,1696,4,5,5,3,3,4,4,4,4,5,3,3,4,4,14,11.0,satisfied
245,Male,Loyal Customer,49,Personal Travel,Eco Plus,1326,3,3,3,2,3,3,4,3,3,3,1,2,3,3,0,0.0,neutral or dissatisfied
246,Male,disloyal Customer,17,Business travel,Business,1301,3,1,4,1,5,4,4,5,4,5,3,4,4,5,13,0.0,satisfied
247,Female,Loyal Customer,31,Business travel,Business,1458,3,5,4,2,4,3,5,5,4,3,3,4,3,5,29,25.0,satisfied
248,Male,Loyal Customer,38,Business travel,Eco,364,3,4,3,4,3,3,4,3,4,4,2,3,3,4,9,4.0,neutral or dissatisfied
249,Male,Loyal Customer,55,Business travel,Business,1700,5,4,3,3,5,3,5,5,5,5,2,1,5,5,0,0.0,satisfied
250,Female,Loyal Customer,24,Business travel,Business,470,5,3,5,2,3,5,4,3,3,2,3,2,3,4,0,0.0,neutral or dissatisfied
251,Female,Loyal Customer,58,Business travel,Eco,1878,2,2,2,2,3,3,1,2,1,1,3,5,0,1,0,0.0,satisfied
252,Female,disloyal Customer,42,Personal Travel,Eco,2212,2,3,2,2,1,1,2,0,2,1,4,3,0,1,1,6.0,neutral or dissatisfied
253,Male,Loyal Customer,45,Business travel,Eco Plus,1209,4,3,4,4,4,4,5,4,5,3,3,3,5,4,1,1.0,neutral or dissatisfied
254,Female,Loyal Customer,29,Business travel,Eco,1253,2,4,2,4,1,2,2,2,2,3,3,4,2,3,7,14.0,neutral or dissatisfied
255,Male,Loyal Customer,26,Business travel,Business,573,4,5,3,4,3,3,4,4,5,4,5,1,4,3,0,0.0,satisfied
256,Male,Loyal Customer,7,Business travel,Business,807,3,5,3,3,5,4,5,5,4,5,2,4,4,5,17,21.0,neutral or dissatisfied
257,Female,Loyal Customer,44,Personal Travel,Eco,853,4,4,3,2,1,4,3,2,2,1,2,3,3,3,13,29.0,neutral or dissatisfied
258,Male,Loyal Customer,49,Business travel,Eco Plus,31,3,5,2,3,4,3,3,3,3,2,0,4,3,3,62,90.0,neutral or dissatisfied
259,Female,Loyal Customer,35,Business travel,Business,998,5,5,5,4,3,5,4,4,4,4,4,3,5,3,15,4.0,satisfied
260,Female,Loyal Customer,16,Personal Travel,Eco,949,3,3,2,5,5,1,4,4,4,3,5,3,3,4,9,3.0,neutral or dissatisfied
261,Female,Loyal Customer,32,Personal Travel,Eco,923,3,3,3,3,2,3,2,2,1,2,3,2,2,2,3,9.0,neutral or dissatisfied
262,Female,disloyal Customer,46,Business travel,Business,969,3,4,3,4,3,3,4,4,3,3,4,4,4,3,23,12.0,satisfied
263,Female,Loyal Customer,43,Business travel,Eco,514,1,3,1,4,2,2,2,2,2,1,4,3,2,3,0,0.0,neutral or dissatisfied
264,Male,Loyal Customer,50,Personal Travel,Eco,863,1,2,2,4,2,2,3,2,2,3,5,5,3,3,0,0.0,satisfied
265,Female,disloyal Customer,16,Personal Travel,Eco,1363,4,4,3,3,4,2,2,3,3,2,4,2,3,3,0,0.0,neutral or dissatisfied
266,Female,Loyal Customer,34,Personal Travel,Eco,1728,2,4,3,2,2,2,2,2,3,1,2,2,1,2,2,10.0,neutral or dissatisfied
267,Male,Loyal Customer,38,Business travel,Business,2156,5,4,5,4,3,5,3,4,4,5,3,3,4,4,4,5.0,satisfied
268,Male,Loyal Customer,49,Personal Travel,Eco Plus,816,5,5,5,4,4,4,5,5,4,4,2,3,4,5,0,0.0,neutral or dissatisfied
269,Female,Loyal Customer,31,Business travel,Business,1333,5,5,5,3,2,5,4,3,5,3,5,4,3,3,18,25.0,satisfied
270,Male,Loyal Customer,48,Business travel,Business,47,4,5,5,3,4,5,5,5,4,4,3,4,4,5,0,0.0,satisfied
271,Male,Loyal Customer,26,Personal Travel,Eco,673,3,2,2,2,2,2,2,2,3,1,3,4,2,2,4,1.0,neutral or dissatisfied
272,Male,Loyal Customer,43,Personal Travel,Business,842,5,5,5,2,5,5,5,5,4,4,3,3,5,4,22,17.0,satisfied
273,Female,Loyal Customer,36,Business travel,Eco Plus,205,3,5,3,4,4,3,4,5,3,2,4,4,4,4,7,9.0,neutral or dissatisfied
274,Female,Loyal Customer,35,Business travel,Business,926,5,5,5,4,4,5,3,3,4,4,3,3,3,3,4,0.0,satisfied
275,Female,Loyal Customer,76,Personal Travel,Eco,173,2,3,2,3,3,2,3,3,3,2,3,4,3,3,1,0.0,neutral or dissatisfied
276,Female,Loyal Customer,35,Business travel,Eco Plus,2199,3,3,4,2,3,3,3,2,1,3,5,4,3,3,0,0.0,satisfied
277,Male,Loyal Customer,34,Business travel,Eco,420,3,3,3,2,0,2,0,0,1,0,4,4,0,1,33,10.0,neutral or dissatisfied
278,Male,Loyal Customer,19,Business travel,Eco,1584,1,1,3,2,3,2,3,3,2,3,5,4,3,3,8,10.0,neutral or dissatisfied
279,Female,disloyal Customer,55,Business travel,Business,708,3,5,2,4,3,3,3,3,4,3,2,3,3,4,22,39.0,neutral or dissatisfied
280,Male,disloyal Customer,32,Personal Travel,Eco,1194,3,2,3,3,1,3,1,2,2,2,2,1,3,2,19,18.0,neutral or dissatisfied
281,Female,Loyal Customer,40,Business travel,Eco,364,2,5,2,3,1,3,1,1,1,0,2,4,2,1,36,38.0,neutral or dissatisfied
282,Male,Loyal Customer,27,Business travel,Business,1419,3,5,4,3,4,3,3,4,4,3,4,3,3,4,0,0.0,satisfied
283,Male,Loyal Customer,46,Personal Travel,Eco Plus,2316,4,5,3,3,4,3,4,4,4,3,3,1,4,5,0,0.0,satisfied
284,Male,Loyal Customer,54,Business travel,Business,787,5,4,5,2,5,5,5,5,5,4,4,4,4,5,0,0.0,satisfied
285,Female,Loyal Customer,60,Business travel,Business,651,5,4,5,4,3,5,4,4,3,3,5,3,3,4,0,0.0,satisfied
286,Male,Loyal Customer,38,Business travel,Business,431,5,5,5,2,3,4,3,4,4,4,2,4,4,4,15,21.0,neutral or dissatisfied
287,Female,Loyal Customer,31,Personal Travel,Eco Plus,304,4,4,4,2,3,4,3,3,4,3,3,3,3,3,0,0.0,neutral or dissatisfied
288,Male,Loyal Customer,30,Personal Travel,Eco,1928,1,3,2,3,1,2,1,2,2,1,5,3,1,2,30,17.0,neutral or dissatisfied
289,Male,Loyal Customer,40,Personal Travel,Eco Plus,2961,3,4,2,3,3,3,4,3,3,3,2,4,4,4,24,20.0,neutral or dissatisfied
290,Female,Loyal Customer,44,Business travel,Eco Plus,567,3,3,2,2,4,2,4,4,4,3,2,5,4,4,0,0.0,neutral or dissatisfied
291,Female,disloyal Customer,48,Personal Travel,Eco Plus,254,1,5,3,4,2,1,2,2,3,2,3,3,2,2,1,9.0,neutral or dissatisfied
292,Female,Loyal Customer,27,Business travel,Business,428,4,4,4,2,4,4,5,5,5,4,3,1,5,5,12,9.0,satisfied
293,Male,disloyal Customer,42,Business travel,Eco,752,3,3,2,3,2,3,2,1,2,1,5,3,1,2,17,22.0,neutral or dissatisfied
294,Female,Loyal Customer,25,Business travel,Eco,70,3,3,3,2,2,3,2,2,2,2,4,3,2,3,0,0.0,satisfied
295,Male,disloyal Customer,38,Business travel,Eco,491,2,3,2,2,3,2,4,4,4,3,3,2,3,5,8,12.0,neutral or dissatisfied
296,Female,disloyal Customer,61,Business travel,Business,405,4,5,4,5,5,4,4,4,5,3,3,3,5,5,4,0.0,satisfied
297,Female,disloyal Customer,37,Business travel,Eco,1990,3,4,3,3,2,3,1,1,1,1,5,3,3,2,8,15.0,neutral or dissatisfied
298,Female,Loyal Customer,27,Personal Travel,Eco,157,3,4,4,0,3,2,3,3,3,4,3,2,4,3,33,16.0,neutral or dissatisfied
299,Male,Loyal Customer,45,Personal Travel,Eco,707,2,3,3,4,2,2,1,1,1,2,3,4,3,1,11,6.0,neutral or dissatisfied
300,Female,Loyal Customer,53,Business travel,Business,1086,5,4,5,2,5,5,5,5,5,5,2,5,5,4,19,7.0,neutral or dissatisfied
301,Male,Loyal Customer,28,Personal Travel,Eco,247,3,5,3,2,2,3,2,2,2,1,4,3,2,2,1,4.0,satisfied
302,Female,Loyal Customer,20,Personal Travel,Eco,589,2,5,1,4,3,2,3,3,3,2,4,4,4,2,16,16.0,neutral or dissatisfied
303,Female,Loyal Customer,28,Business travel,Eco,445,2,5,2,3,3,1,2,3,2,2,4,2,3,2,0,0.0,neutral or dissatisfied
304,Male,Loyal Customer,33,Personal Travel,Eco,1474,2,3,2,4,2,2,3,3,2,3,2,4,3,3,0,0.0,satisfied
305,Male,disloyal Customer,63,Personal Travel,Eco,1857,1,3,3,2,1,2,2,2,4,3,1,4,2,2,28,36.0,neutral or dissatisfied
306,Male,Loyal Customer,19,Business travel,Business,909,4,5,3,3,4,4,5,5,5,5,2,3,5,4,0,0.0,satisfied
307,Male,Loyal Customer,15,Business travel,Eco,1242,1,2,2,4,2,1,3,3,2,2,3,4,3,2,12,21.0,neutral or dissatisfied
308,Female,Loyal Customer,44,Business travel,Business,654,4,4,3,4,4,3,4,4,4,4,2,2,4,3,0,0.0,satisfied
309,Male,Loyal Customer,29,Personal Travel,Eco,371,2,2,2,3,5,3,4,3,3,3,1,0,4,4,0,0.0,satisfied
310,Female,Loyal Customer,25,Business travel,Business,637,3,4,4,2,3,3,3,4,4,4,3,3,3,4,0,0.0,satisfied
311,Male,Loyal Customer,50,Business travel,Eco Plus,2454,1,3,2,1,4,2,5,4,4,4,4,4,4,4,1,2.0,neutral or dissatisfied
312,Male,Loyal Customer,41,Business travel,Business,732,5,4,5,5,3,5,4,4,3,2,1,2,5,5,16,1.0,neutral or dissatisfied
313,Male,Loyal Customer,55,Business travel,Business,1626,4,5,5,3,3,5,4,4,3,3,3,5,3,4,8,0.0,satisfied
314,Female,Loyal Customer,51,Business travel,Eco,531,2,5,3,3,4,3,3,3,2,4,1,4,5,3,16,20.0,neutral or dissatisfied
315,Male,Loyal Customer,22,Personal Travel,Eco,409,1,3,0,3,3,1,3,2,4,2,5,2,4,3,20,13.0,neutral or dissatisfied
316,Female,Loyal Customer,15,Business travel,Eco Plus,536,3,4,2,3,3,3,2,3,4,2,4,4,3,3,0,0.0,satisfied
317,Female,Loyal Customer,57,Personal Travel,Eco,970,3,5,3,3,3,2,2,2,2,3,5,3,3,3,0,0.0,satisfied
318,Male,Loyal Customer,38,Business travel,Eco Plus,376,3,5,4,4,4,4,3,4,3,3,2,4,4,4,0,0.0,neutral or dissatisfied
319,Female,Loyal Customer,85,Business travel,Business,65,5,5,5,3,3,5,4,3,3,4,5,2,4,3,4,1.0,satisfied
320,Male,disloyal Customer,55,Business travel,Eco,164,3,3,2,1,3,2,3,3,4,3,3,4,3,3,25,32.0,neutral or dissatisfied
321,Female,disloyal Customer,61,Business travel,Business,299,4,5,5,3,4,4,3,3,3,3,3,2,2,3,6,9.0,neutral or dissatisfied
322,Female,Loyal Customer,26,Personal Travel,Eco,1179,2,3,3,3,1,3,2,0,1,2,3,2,1,1,3,2.0,neutral or dissatisfied
323,Male,Loyal Customer,39,Personal Travel,Eco,1198,2,3,2,3,3,2,2,3,2,2,3,2,4,4,4,12.0,neutral or dissatisfied
324,Male,Loyal Customer,52,Business travel,Business,2753,4,5,4,4,5,3,5,5,5,4,2,2,4,5,0,0.0,satisfied
325,Male,disloyal Customer,39,Personal Travel,Eco,661,3,3,2,3,3,3,2,2,2,3,2,4,2,2,0,0.0,neutral or dissatisfied
326,Male,Loyal Customer,41,Personal Travel,Eco Plus,1635,3,5,3,3,3,4,4,5,3,5,3,3,3,3,27,21.0,neutral or dissatisfied
327,Female,Loyal Customer,44,Business travel,Business,994,4,4,5,4,4,4,4,4,3,4,4,3,4,5,0,0.0,neutral or dissatisfied
328,Female,Loyal Customer,29,Business travel,Business,1825,3,2,3,4,3,3,4,3,3,2,3,2,4,3,0,0.0,satisfied
329,Female,Loyal Customer,27,Personal Travel,Business,1000,3,3,3,3,3,2,4,3,5,3,2,2,3,4,2,0.0,satisfied
330,Female,Loyal Customer,37,Personal Travel,Business,438,4,5,3,4,2,5,3,3,3,2,2,3,3,4,5,11.0,satisfied
331,Male,Loyal Customer,34,Business travel,Eco,207,2,4,2,1,0,2,1,3,3,3,3,4,3,2,17,9.0,neutral or dissatisfied
332,Male,Loyal Customer,27,Business travel,Business,1395,4,4,3,2,3,4,5,4,4,4,4,3,5,5,37,72.0,neutral or dissatisfied
333,Female,Loyal Customer,38,Business travel,Eco,525,3,4,4,2,3,3,3,3,3,2,3,3,3,3,0,0.0,neutral or dissatisfied
334,Male,disloyal Customer,20,Business travel,Business,180,3,3,5,3,3,5,3,3,3,2,4,4,4,4,3,19.0,satisfied
335,Male,Loyal Customer,51,Business travel,Eco,1614,0,3,1,2,3,2,3,2,3,2,2,5,3,3,0,0.0,neutral or dissatisfied
336,Male,Loyal Customer,49,Business travel,Business,626,5,4,4,4,4,5,5,5,5,4,2,5,3,5,15,15.0,satisfied
337,Male,Loyal Customer,50,Business travel,Eco Plus,365,2,3,2,3,4,1,4,4,4,4,4,2,3,3,0,0.0,neutral or dissatisfied
338,Female,Loyal Customer,27,Business travel,Business,1001,4,4,3,2,4,3,5,4,4,3,4,4,5,4,0,0.0,satisfied
339,Female,Loyal Customer,26,Business travel,Business,5000,3,4,3,1,4,4,3,3,3,4,2,2,4,3,2,21.0,satisfied
340,Female,disloyal Customer,60,Business travel,Eco,665,3,5,3,3,1,2,2,2,2,2,5,4,3,2,2,3.0,neutral or dissatisfied
341,Male,Loyal Customer,37,Business travel,Business,534,4,5,2,5,3,3,5,4,4,4,4,2,3,5,0,0.0,satisfied
342,Female,disloyal Customer,49,Personal Travel,Eco,1124,3,4,3,5,2,4,3,2,3,3,3,4,3,3,1,0.0,neutral or dissatisfied
343,Male,Loyal Customer,23,Personal Travel,Eco,2468,1,3,2,4,2,1,2,2,1,2,4,4,2,2,1,8.0,satisfied
344,Female,Loyal Customer,36,Business travel,Business,1030,4,5,5,3,3,5,3,5,3,2,3,5,2,4,0,0.0,satisfied
345,Female,Loyal Customer,58,Personal Travel,Eco,981,0,2,1,4,1,1,4,2,1,2,4,4,4,2,13,9.0,neutral or dissatisfied
346,Male,Loyal Customer,42,Personal Travel,Eco,483,2,5,2,3,2,3,3,4,2,2,3,4,3,3,0,0.0,satisfied
347,Male,disloyal Customer,36,Business travel,Business,397,4,5,5,2,4,5,4,4,4,3,4,4,3,4,1,17.0,neutral or dissatisfied
348,Female,Loyal Customer,48,Personal Travel,Eco,690,2,3,2,2,4,1,4,4,4,2,3,4,4,5,1,0.0,neutral or dissatisfied
349,Male,Loyal Customer,45,Business travel,Business,387,5,4,4,2,3,5,3,4,3,3,3,2,3,2,0,0.0,satisfied
350,Female,Loyal Customer,71,Business travel,Business,941,4,4,4,4,4,5,4,4,4,2,3,2,4,4,17,21.0,satisfied
351,Male,Loyal Customer,41,Personal Travel,Eco Plus,625,4,4,3,3,2,3,2,3,2,3,3,4,3,2,4,4.0,neutral or dissatisfied
352,Male,Loyal Customer,50,Business travel,Business,353,4,5,3,3,3,4,4,4,3,4,4,2,3,4,1,0.0,satisfied
353,Female,Loyal Customer,38,Business travel,Business,284,5,5,5,5,4,5,5,4,4,3,4,3,4,4,5,0.0,neutral or dissatisfied
354,Female,Loyal Customer,25,Business travel,Business,457,5,5,4,3,4,4,4,5,4,4,4,3,3,5,0,0.0,satisfied
355,Female,Loyal Customer,46,Business travel,Business,1062,4,4,5,3,4,4,4,4,3,4,3,2,4,4,2,0.0,neutral or dissatisfied
356,Male,Loyal Customer,18,Business travel,Business,1794,4,4,4,2,5,3,4,5,4,4,4,4,4,4,0,0.0,satisfied
357,Female,Loyal Customer,55,Business travel,Business,2829,3,4,2,3,4,4,3,3,4,2,4,5,2,3,16,16.0,satisfied
358,Female,Loyal Customer,20,Personal Travel,Eco,1221,4,3,3,3,1,3,2,1,3,1,2,3,2,2,0,0.0,neutral or dissatisfied
359,Female,Loyal Customer,27,Business travel,Business,562,4,4,4,3,3,3,4,5,5,3,3,3,4,5,5,2.0,satisfied
360,Female,Loyal Customer,25,Personal Travel,Eco,988,4,5,3,1,0,4,1,0,0,0,4,4,0,0,8,8.0,neutral or dissatisfied
361,Male,disloyal Customer,49,Business travel,Eco Plus,496,4,5,5,2,3,4,4,3,3,2,4,3,2,4,28,36.0,neutral or dissatisfied
362,Male,Loyal Customer,23,Business travel,Business,236,4,2,4,5,5,4,4,5,5,5,3,4,5,5,0,0.0,satisfied
363,Male,Loyal Customer,48,Personal Travel,Eco,2866,1,3,2,4,2,2,2,3,2,2,4,3,3,2,0,0.0,neutral or dissatisfied
364,Female,Loyal Customer,30,Business travel,Business,678,5,5,4,3,4,5,4,3,4,3,1,3,3,3,1,0.0,satisfied
365,Female,Loyal Customer,38,Business travel,Eco,868,2,5,3,2,3,3,2,2,3,1,2,2,1,2,3,12.0,neutral or dissatisfied
366,Male,Loyal Customer,32,Personal Travel,Eco Plus,116,2,3,4,2,4,2,4,4,4,2,3,5,4,3,8,31.0,neutral or dissatisfied
367,Male,Loyal Customer,75,Business travel,Eco,449,2,3,3,4,2,3,3,3,3,2,5,4,4,3,4,10.0,neutral or dissatisfied
368,Male,Loyal Customer,15,Business travel,Eco,523,3,5,3,2,3,3,3,3,3,3,3,3,3,4,1,0.0,neutral or dissatisfied
369,Female,Loyal Customer,47,Personal Travel,Eco Plus,2855,2,3,2,3,2,3,3,2,4,2,3,2,2,2,31,30.0,neutral or dissatisfied
370,Male,disloyal Customer,40,Business travel,Business,1153,3,4,5,4,4,3,5,5,5,3,2,4,4,5,0,0.0,neutral or dissatisfied
371,Female,Loyal Customer,28,Business travel,Business,2294,2,3,2,3,4,2,4,4,4,4,4,3,4,4,23,28.0,satisfied
372,Female,Loyal Customer,46,Business travel,Business,1149,4,5,3,2,4,2,4,5,5,3,3,1,4,5,0,0.0,satisfied
373,Female,Loyal Customer,26,Business travel,Eco,334,1,3,2,4,1,1,1,2,2,1,3,3,2,2,0,0.0,neutral or dissatisfied
374,Male,Loyal Customer,24,Business travel,Eco,1291,2,4,2,2,4,3,4,3,3,2,3,3,3,3,0,0.0,neutral or dissatisfied
375,Male,Loyal Customer,23,Business travel,Eco,290,3,5,3,3,1,3,3,1,3,2,3,4,1,1,0,0.0,neutral or dissatisfied
376,Female,Loyal Customer,41,Business travel,Business,1153,4,5,5,3,2,4,3,4,2,3,2,2,3,3,48,39.0,satisfied
377,Female,disloyal Customer,31,Personal Travel,Eco Plus,197,3,3,3,3,3,3,4,3,3,1,3,2,2,3,35,28.0,neutral or dissatisfied
378,Male,Loyal Customer,27,Personal Travel,Eco,208,2,4,3,3,1,2,1,2,1,0,4,2,2,1,19,26.0,neutral or dissatisfied
379,Female,Loyal Customer,45,Business travel,Business,343,5,4,5,2,2,5,4,5,5,3,4,3,5,4,0,0.0,satisfied
380,Male,Loyal Customer,56,Business travel,Business,842,2,4,3,2,5,4,5,5,5,5,5,5,5,5,0,0.0,neutral or dissatisfied
381,Female,Loyal Customer,19,Business travel,Eco,1343,2,3,3,2,1,2,2,2,2,2,3,2,2,2,0,0.0,neutral or dissatisfied
382,Male,disloyal Customer,45,Personal Travel,Eco,604,2,4,3,5,2,3,1,2,2,2,2,4,2,2,0,0.0,neutral or dissatisfied
383,Male,Loyal Customer,48,Business travel,Business,446,3,3,3,1,4,4,5,4,5,5,2,3,4,5,10,0.0,satisfied
384,Male,Loyal Customer,59,Personal Travel,Eco,284,2,4,2,2,2,2,2,1,1,2,3,3,1,1,12,5.0,satisfied
385,Male,Loyal Customer,36,Business travel,Business,734,3,4,3,2,4,3,2,3,3,2,3,3,4,3,0,0.0,satisfied
386,Female,disloyal Customer,63,Personal Travel,Business,1405,4,5,4,3,4,5,5,5,4,3,3,5,4,5,5,15.0,satisfied
387,Male,Loyal Customer,49,Personal Travel,Eco,831,4,3,4,2,3,4,1,2,1,2,1,4,2,3,9,4.0,neutral or dissatisfied
388,Male,disloyal Customer,12,Business travel,Business,183,4,3,4,4,3,4,4,4,4,4,3,4,4,5,6,5.0,neutral or dissatisfied
389,Male,Loyal Customer,45,Business travel,Business,823,5,3,5,3,2,5,2,4,4,4,4,4,3,3,3,5.0,satisfied
390,Female,disloyal Customer,40,Business travel,Business,1742,5,5,5,4,4,5,4,5,4,5,4,2,4,5,14,36.0,neutral or dissatisfied
391,Male,Loyal Customer,55,Business travel,Business,2020,3,5,3,1,5,3,4,4,4,4,4,2,5,5,0,0.0,neutral or dissatisfied
392,Female,Loyal Customer,58,Personal Travel,Eco,974,1,5,1,2,2,1,1,1,0,0,4,3,1,1,0,0.0,neutral or dissatisfied
393,Male,Loyal Customer,25,Business travel,Eco Plus,2154,5,4,5,2,5,5,5,5,4,4,4,4,5,5,14,14.0,neutral or dissatisfied
394,Male,Loyal Customer,54,Business travel,Business,1143,4,4,4,4,3,4,3,3,3,3,4,1,3,2,0,0.0,satisfied
